"cim_version",datamodel,object,field,"data_type",description,"possible_values",recommended,deprecated
"4.12.0","Compute_Inventory",Storage,"read_blocks",number,"The maximum possible number of blocks read per second during a polling period.",,,""
"4.12.0","Compute_Inventory",Storage,"read_latency",number,"For a polling period, the average amount of time elapsed until a read request is filled by the host disks (in ms).",,,""
"4.12.0","Compute_Inventory",Storage,"read_ops",number,"The total number of read operations in the polling period.",,,""
"4.12.0","Compute_Inventory",Storage,storage,number,"The amount of storage capacity allocated to the resource, in megabytes.",,true,""
"4.12.0","Compute_Inventory",Storage,"write_blocks",number,"The maximum possible number of blocks written per second during a polling period.",,,""
"4.12.0","Compute_Inventory",Storage,"write_latency",number,"For a polling period, the average amount of time elapsed until a write request is filled by the host disks (in ms).",,,""
"4.12.0","Compute_Inventory",Storage,"write_ops",number,"The total number of write operations in the polling period.",,,""
"4.12.0","Compute_Inventory",User,interactive,boolean,"Indicates whether a locally defined account on a resource can be interactively logged in.",,true,""
"4.12.0","Compute_Inventory",User,password,string,"Displays the stored password(s) for a locally defined account, if it has any. For instance, an add-on may report the password column from /etc/passwd in this field.",,true,""
"4.12.0","Compute_Inventory",User,shell,string,"Indicates the shell program used by a locally defined account.",,,""
"4.12.0","Compute_Inventory",User,user,string,"The full name of a locally defined account.",,true,""
"4.12.0","Compute_Inventory",User,"user_bunit",string,"The business unit of the locally-defined user account. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Compute_Inventory",User,"user_category",string,"The category of the system where the data originated, such as email_server or SOX-compliant. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0","Compute_Inventory",User,"user_id",number,"The user identification for a locally defined account.",,,""
"4.12.0","Compute_Inventory",User,"user_priority",string,"The priority of a locally-defined account.",,,""
"4.12.0","Compute_Inventory","Virtual_OS",hypervisor,string,"The hypervisor parent of a virtual guest OS.",,true,""
"4.12.0",DLP,"DLP_Incidents",action,string,"The action taken by the DLP device.",,true,""
"4.12.0",DLP,"DLP_Incidents",app,string,"The application involved in the event.",,,""
"4.12.0",DLP,"DLP_Incidents",category,string,"The category of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents",dest,string,"The target of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents","dest_bunit",string,"The business unit of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dest_category",string,"The category of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dest_priority",string,"The priority of the DLP target. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dest_zone",string,"The zone of the DLP target.",,,""
"4.12.0",DLP,"DLP_Incidents","dlp_type",string,"The type of DLP system that generated the event.",,true,""
"4.12.0",DLP,"DLP_Incidents",dvc,string,"The device that reported the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents","dvc_bunit",string,"The business unit of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dvc_category",string,"The category of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dvc_priority",string,"The priority of the DLP device. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","dvc_zone",string,"The zone of the DLP device.",,,""
"4.12.0",DLP,"DLP_Incidents",object,string,"The name of the affected object.",,true,""
"4.12.0",DLP,"DLP_Incidents","object_category",string,"The category of the affected object.",,true,""
"4.12.0",DLP,"DLP_Incidents","object_path",string,"The path of the affected object.",,true,""
"4.12.0",DLP,"DLP_Incidents",severity,string,"The severity of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents",signature,string,"The name of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents",src,string,"The source of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents","src_bunit",string,"The business unit of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","src_category",string,"The category of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","src_priority",string,"The priority of the DLP source. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","src_user",string,"The source user of the DLP event.",,true,""
"4.12.0",DLP,"DLP_Incidents","src_user_bunit",string,"The business unit of the DLP source user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
"4.12.0",DLP,"DLP_Incidents","src_user_category",string,"The category of the DLP source user. This field is automatically provided by asset and identity correlation features of applications like Splunk Enterprise Security. Do not define extractions for this field when writing add-ons.",,,""
